,endDate,NAV
0,2018-08-09,1.0236
1,2018-08-10,1.0258
2,2018-08-13,1.0215
3,2018-08-14,1.0166
4,2018-08-15,0.9936
5,2018-08-16,0.9893
6,2018-08-17,0.976
7,2018-08-20,0.9866
8,2018-08-21,1.0036
9,2018-08-22,0.9984
10,2018-08-23,1.0023
11,2018-08-24,1.0041
12,2018-08-27,1.0273
13,2018-08-28,1.0254
14,2018-08-29,1.0216
15,2018-08-30,1.0114
16,2018-08-31,1.0066
17,2018-09-03,1.0027
18,2018-09-04,1.0147
19,2018-09-05,0.9959
20,2018-09-06,0.9865
21,2018-09-07,0.9907
22,2018-09-10,0.977
23,2018-09-11,0.9808
24,2018-09-12,0.9747
25,2018-09-13,0.9845
26,2018-09-14,0.9861
27,2018-09-17,0.9754
28,2018-09-18,0.9938
29,2018-09-19,1.0062
30,2018-09-20,1.0055
31,2018-09-21,1.0344
32,2018-09-25,1.0255
33,2018-09-26,1.0363
34,2018-09-27,1.0323
35,2018-09-28,1.0425
36,2018-10-08,0.9997
37,2018-10-09,0.9991
38,2018-10-10,0.997
39,2018-10-11,0.9516
40,2018-10-12,0.9653
41,2018-10-15,0.9525
42,2018-10-16,0.9451
43,2018-10-17,0.9501
44,2018-10-18,0.9288
45,2018-10-19,0.9549
46,2018-10-22,0.9939
47,2018-10-23,0.9688
48,2018-10-24,0.9702
49,2018-10-25,0.9719
50,2018-10-26,0.966
51,2018-10-29,0.9383
52,2018-10-30,0.9479
53,2018-10-31,0.9605
54,2018-11-01,0.9672
55,2018-11-02,0.9998
56,2018-11-05,0.9918
57,2018-11-06,0.9863
58,2018-11-07,0.9802
59,2018-11-08,0.9776
60,2018-11-09,0.9645
61,2018-11-12,0.9753
62,2018-11-13,0.9845
63,2018-11-14,0.9751
64,2018-11-15,0.9861
65,2018-11-16,0.9905
66,2018-11-19,1.0011
67,2018-11-20,0.9791
68,2018-11-21,0.9814
69,2018-11-22,0.9779
70,2018-11-23,0.9574
71,2018-11-26,0.9567
72,2018-11-27,0.9555
73,2018-11-28,0.9675
74,2018-11-29,0.9556
75,2018-11-30,0.9657
76,2018-12-03,0.9911
77,2018-12-04,0.993
78,2018-12-05,0.9885
79,2018-12-06,0.9682
80,2018-12-07,0.9683
81,2018-12-10,0.9577
82,2018-12-11,0.962
83,2018-12-12,0.9651
84,2018-12-13,0.9795
85,2018-12-14,0.9639
86,2018-12-17,0.9625
87,2018-12-18,0.9531
88,2018-12-19,0.9423
89,2018-12-20,0.9355
90,2018-12-21,0.9245
91,2018-12-24,0.927
92,2018-12-25,0.921
93,2018-12-26,0.9166
94,2018-12-27,0.9132
95,2018-12-28,0.919
96,2018-12-31,0.9189
97,2019-01-02,0.9068
98,2019-01-03,0.9053
99,2019-01-04,0.9257
100,2019-01-07,0.931
101,2019-01-08,0.9291
102,2019-01-09,0.9379
103,2019-01-10,0.9362
104,2019-01-11,0.9425
105,2019-01-14,0.9347
106,2019-01-15,0.952
107,2019-01-16,0.9521
108,2019-01-17,0.9471
109,2019-01-18,0.9635
110,2019-01-21,0.9684
111,2019-01-22,0.9562
112,2019-01-23,0.9555
113,2019-01-24,0.9606
114,2019-01-25,0.968
115,2019-01-28,0.9677
116,2019-01-29,0.9706
117,2019-01-30,0.9632
118,2019-01-31,0.9727
119,2019-02-01,0.9859
120,2019-02-11,1.0025
121,2019-02-12,1.0093
122,2019-02-13,1.0284
123,2019-02-14,1.0299
124,2019-02-15,1.0117
125,2019-02-18,1.0424
126,2019-02-19,1.0406
127,2019-02-20,1.0441
128,2019-02-21,1.0415
129,2019-02-22,1.0635
130,2019-02-25,1.1234
131,2019-02-26,1.1107
132,2019-02-27,1.1089
133,2019-02-28,1.1063
134,2019-03-01,1.1293
135,2019-03-04,1.1407
136,2019-03-05,1.147
137,2019-03-06,1.156
138,2019-03-07,1.1449
139,2019-03-08,1.1019
140,2019-03-11,1.1225
141,2019-03-12,1.1298
142,2019-03-13,1.1208
143,2019-03-14,1.1134
144,2019-03-15,1.1267
145,2019-03-18,1.157
146,2019-03-19,1.1519
147,2019-03-20,1.1522
148,2019-03-21,1.1526
149,2019-03-22,1.1517
150,2019-03-25,1.1256
151,2019-03-26,1.1135
152,2019-03-27,1.1257
153,2019-03-28,1.1215
154,2019-03-29,1.1624
155,2019-04-01,1.1914
156,2019-04-02,1.1906
157,2019-04-03,1.2051
158,2019-04-04,1.2165
159,2019-04-08,1.2154
160,2019-04-09,1.2205
161,2019-04-10,1.2234
162,2019-04-11,1.1982
163,2019-04-12,1.1956
164,2019-04-15,1.1918
165,2019-04-16,1.2232
166,2019-04-17,1.2236
167,2019-04-18,1.2194
168,2019-04-19,1.2331
169,2019-04-22,1.2061
170,2019-04-23,1.2043
171,2019-04-24,1.2075
172,2019-04-25,1.1824
173,2019-04-26,1.1674
174,2019-04-29,1.1705
175,2019-04-30,1.1741
