,endDate,NAV
0,2018-07-02,1.4522
1,2018-07-03,1.4527
2,2018-07-04,1.4349
3,2018-07-05,1.427
4,2018-07-06,1.4368
5,2018-07-09,1.4748
6,2018-07-10,1.4788
7,2018-07-11,1.4549
8,2018-07-12,1.4866
9,2018-07-13,1.4928
10,2018-07-16,1.4885
11,2018-07-17,1.4811
12,2018-07-18,1.4742
13,2018-07-19,1.4731
14,2018-07-20,1.4993
15,2018-07-23,1.5127
16,2018-07-24,1.5353
17,2018-07-25,1.5338
18,2018-07-26,1.5172
19,2018-07-27,1.5116
20,2018-07-30,1.5091
21,2018-07-31,1.5103
22,2018-08-01,1.4824
23,2018-08-02,1.4514
24,2018-08-03,1.429
25,2018-08-06,1.4121
26,2018-08-07,1.4508
27,2018-08-08,1.4296
28,2018-08-09,1.4634
29,2018-08-10,1.4663
30,2018-08-13,1.4602
31,2018-08-14,1.4531
32,2018-08-15,1.4208
33,2018-08-16,1.4147
34,2018-08-17,1.3958
35,2018-08-20,1.411
36,2018-08-21,1.4353
37,2018-08-22,1.4278
38,2018-08-23,1.4333
39,2018-08-24,1.4359
40,2018-08-27,1.469
41,2018-08-28,1.4664
42,2018-08-29,1.4608
43,2018-08-30,1.4464
44,2018-08-31,1.4396
45,2018-09-03,1.4344
46,2018-09-04,1.4511
47,2018-09-05,1.4258
48,2018-09-06,1.4124
49,2018-09-07,1.4182
50,2018-09-10,1.3988
51,2018-09-11,1.3963
52,2018-09-12,1.3874
53,2018-09-13,1.4015
54,2018-09-14,1.4038
55,2018-09-17,1.3886
56,2018-09-18,1.415
57,2018-09-19,1.4326
58,2018-09-20,1.4316
59,2018-09-21,1.4726
60,2018-09-25,1.4599
61,2018-09-26,1.4753
62,2018-09-27,1.3997
63,2018-09-28,1.4134
64,2018-10-08,1.3557
65,2018-10-09,1.3549
66,2018-10-10,1.3521
67,2018-10-11,1.291
68,2018-10-12,1.3092
69,2018-10-15,1.2919
70,2018-10-16,1.282
71,2018-10-17,1.2887
72,2018-10-18,1.2632
73,2018-10-19,1.2986
74,2018-10-22,1.3455
