,endDate,NAV
0,2018-06-13,0.5858
1,2018-06-14,0.5841
2,2018-06-15,0.5743
3,2018-06-19,0.5406
4,2018-06-20,0.5465
5,2018-06-21,0.5359
6,2018-06-22,0.5432
7,2018-06-25,0.5399
8,2018-06-26,0.5435
9,2018-06-27,0.5386
10,2018-06-28,0.5332
11,2018-06-29,0.5494
12,2018-06-30,0.5494
13,2018-07-02,0.5416
14,2018-07-03,0.5474
15,2018-07-04,0.54
16,2018-07-05,0.5265
17,2018-07-06,0.5281
18,2018-07-09,0.5393
19,2018-07-10,0.5424
20,2018-07-11,0.5327
21,2018-07-12,0.5464
22,2018-07-13,0.5497
23,2018-07-16,0.5489
24,2018-07-17,0.549
25,2018-07-18,0.5452
26,2018-07-19,0.5408
27,2018-07-20,0.5474
28,2018-07-23,0.5513
29,2018-07-24,0.5603
30,2018-07-25,0.5607
31,2018-07-26,0.5572
32,2018-07-27,0.5548
33,2018-07-30,0.5484
34,2018-07-31,0.5486
35,2018-08-01,0.5402
36,2018-08-02,0.5292
37,2018-08-03,0.5225
38,2018-08-06,0.5121
39,2018-08-07,0.5254
40,2018-08-08,0.5178
41,2018-08-09,0.5303
42,2018-08-10,0.5331
43,2018-08-13,0.5356
44,2018-08-14,0.5338
45,2018-08-15,0.5234
46,2018-08-16,0.5191
47,2018-08-17,0.5106
48,2018-08-20,0.5136
49,2018-08-21,0.5196
50,2018-08-22,0.514
51,2018-08-23,0.5168
52,2018-08-24,0.5157
53,2018-08-27,0.5266
54,2018-08-28,0.5281
55,2018-08-29,0.5249
56,2018-08-30,0.5174
57,2018-08-31,0.5121
58,2018-09-03,0.5145
59,2018-09-04,0.5197
60,2018-09-05,0.5122
61,2018-09-06,0.51
62,2018-09-07,0.5099
63,2018-09-10,0.5011
64,2018-09-11,0.501
65,2018-09-12,0.5001
66,2018-09-13,0.5029
67,2018-09-14,0.4976
68,2018-09-17,0.4908
69,2018-09-18,0.4991
70,2018-09-19,0.5045
71,2018-09-20,0.5042
72,2018-09-21,0.5115
73,2018-09-25,0.5102
74,2018-09-26,0.5128
75,2018-09-27,0.5067
76,2018-09-28,0.5113
77,2018-10-08,0.4955
78,2018-10-09,0.4943
79,2018-10-10,0.4939
80,2018-10-11,0.4612
81,2018-10-12,0.4583
82,2018-10-15,0.4504
83,2018-10-16,0.4405
84,2018-10-17,0.444
85,2018-10-18,0.4323
86,2018-10-19,0.4435
87,2018-10-22,0.4643
88,2018-10-23,0.4563
89,2018-10-24,0.4555
90,2018-10-25,0.4544
91,2018-10-26,0.4543
92,2018-10-29,0.4472
93,2018-10-30,0.4515
94,2018-10-31,0.4584
95,2018-11-01,0.4613
96,2018-11-02,0.4755
97,2018-11-05,0.4758
98,2018-11-06,0.4756
99,2018-11-07,0.4733
100,2018-11-08,0.47
101,2018-11-09,0.4687
102,2018-11-12,0.4802
103,2018-11-13,0.4884
104,2018-11-14,0.4866
105,2018-11-15,0.4942
106,2018-11-16,0.4982
107,2018-11-19,0.4994
108,2018-11-20,0.4861
109,2018-11-21,0.4878
110,2018-11-22,0.4876
111,2018-11-23,0.4705
112,2018-11-26,0.4698
113,2018-11-27,0.4718
114,2018-11-28,0.4773
115,2018-11-29,0.4677
116,2018-11-30,0.4709
117,2018-12-03,0.4849
118,2018-12-04,0.4871
119,2018-12-05,0.4838
120,2018-12-06,0.4744
121,2018-12-07,0.4744
122,2018-12-10,0.4691
123,2018-12-11,0.4727
124,2018-12-12,0.4725
125,2018-12-13,0.4773
126,2018-12-14,0.4661
127,2018-12-17,0.4654
128,2018-12-18,0.463
129,2018-12-19,0.457
130,2018-12-20,0.4583
131,2018-12-21,0.4555
132,2018-12-24,0.4599
133,2018-12-25,0.455
134,2018-12-26,0.4533
135,2018-12-27,0.4485
136,2018-12-28,0.4492
137,2018-12-31,0.4492
138,2019-01-02,0.4455
139,2019-01-03,0.4436
140,2019-01-04,0.4535
141,2019-01-07,0.4613
142,2019-01-08,0.4602
143,2019-01-09,0.4614
144,2019-01-10,0.4607
145,2019-01-11,0.464
146,2019-01-14,0.4611
147,2019-01-15,0.4673
148,2019-01-16,0.4663
149,2019-01-17,0.463
150,2019-01-18,0.4675
151,2019-01-21,0.47
152,2019-01-22,0.4635
153,2019-01-23,0.4643
154,2019-01-24,0.4666
155,2019-01-25,0.4647
156,2019-01-28,0.4635
157,2019-01-29,0.4583
158,2019-01-30,0.454
159,2019-01-31,0.4505
160,2019-02-01,0.4625
161,2019-02-11,0.4734
162,2019-02-12,0.4771
163,2019-02-13,0.4845
164,2019-02-14,0.4865
165,2019-02-15,0.4835
166,2019-02-18,0.4993
167,2019-02-19,0.5
168,2019-02-20,0.5001
169,2019-02-21,0.4993
170,2019-02-22,0.511
171,2019-02-25,0.5372
172,2019-02-26,0.5368
173,2019-02-27,0.5348
174,2019-02-28,0.5356
175,2019-03-01,0.5398
176,2019-03-04,0.5486
177,2019-03-05,0.562
178,2019-03-06,0.5711
179,2019-03-07,0.5778
180,2019-03-08,0.559
181,2019-03-11,0.5776
182,2019-03-12,0.5914
183,2019-03-13,0.5791
184,2019-03-14,0.567
185,2019-03-15,0.5729
186,2019-03-18,0.587
187,2019-03-19,0.5891
188,2019-03-20,0.5885
189,2019-03-21,0.5957
