,endDate,NAV
0,2018-09-14,0.9899
1,2018-09-17,0.9766
2,2018-09-18,0.9929
3,2018-09-19,1.0038
4,2018-09-20,1.0032
5,2018-09-21,1.0178
6,2018-09-25,1.0153
7,2018-09-26,1.0201
8,2018-09-27,1.0083
9,2018-09-28,1.0174
10,2018-10-08,0.9864
11,2018-10-09,0.9841
12,2018-10-10,0.9831
13,2018-10-11,0.9183
14,2018-10-12,0.9125
15,2018-10-15,0.8967
16,2018-10-16,0.8769
17,2018-10-17,0.8844
18,2018-10-18,0.8615
19,2018-10-19,0.8837
20,2018-10-22,0.9252
21,2018-10-23,0.909
22,2018-10-24,0.9075
23,2018-10-25,0.9052
24,2018-10-26,0.9051
25,2018-10-29,0.8906
26,2018-10-30,0.8992
27,2018-10-31,0.913
28,2018-11-01,0.9185
29,2018-11-02,0.9468
30,2018-11-05,0.9475
31,2018-11-06,0.9473
32,2018-11-07,0.943
33,2018-11-08,0.9366
34,2018-11-09,0.934
35,2018-11-12,0.9569
36,2018-11-13,0.9737
37,2018-11-14,0.9701
38,2018-11-15,0.9852
39,2018-11-16,0.9934
40,2018-11-19,0.9958
41,2018-11-20,0.969
42,2018-11-21,0.9725
43,2018-11-22,0.972
44,2018-11-23,0.9363
45,2018-11-26,0.9347
46,2018-11-27,0.9387
47,2018-11-28,0.9499
48,2018-11-29,0.9307
49,2018-11-30,0.9369
50,2018-12-03,0.965
51,2018-12-04,0.9693
52,2018-12-05,0.9667
53,2018-12-06,0.948
54,2018-12-07,0.9481
55,2018-12-10,0.9375
56,2018-12-11,0.9447
57,2018-12-12,0.9444
58,2018-12-13,0.9545
59,2018-12-14,0.9316
60,2018-12-17,0.9301
61,2018-12-18,0.9254
62,2018-12-19,0.9133
63,2018-12-20,0.9156
64,2018-12-21,0.9098
65,2018-12-24,0.9188
66,2018-12-25,0.9089
67,2018-12-26,0.9054
68,2018-12-27,0.8958
69,2018-12-28,0.8971
70,2018-12-31,0.897
71,2019-01-02,0.8896
72,2019-01-03,0.8857
73,2019-01-04,0.9057
74,2019-01-07,0.9214
75,2019-01-08,0.9192
76,2019-01-09,0.9216
77,2019-01-10,0.9201
78,2019-01-11,0.9268
79,2019-01-14,0.921
80,2019-01-15,0.9334
81,2019-01-16,0.9313
82,2019-01-17,0.9246
83,2019-01-18,0.9335
84,2019-01-21,0.9386
85,2019-01-22,0.9254
86,2019-01-23,0.9269
87,2019-01-24,0.9316
88,2019-01-25,0.9276
89,2019-01-28,0.9252
90,2019-01-29,0.9135
91,2019-01-30,0.9048
92,2019-01-31,0.8976
93,2019-02-01,0.9216
94,2019-02-11,0.94
95,2019-02-12,0.9473
96,2019-02-13,0.9621
97,2019-02-14,0.9661
98,2019-02-15,0.9601
99,2019-02-18,0.9921
100,2019-02-19,0.9933
101,2019-02-20,0.9934
102,2019-02-21,0.9918
103,2019-02-22,1.0156
104,2019-02-25,1.069
105,2019-02-26,1.0681
106,2019-02-27,1.0636
107,2019-02-28,1.065
108,2019-03-01,1.0737
109,2019-03-04,1.0921
110,2019-03-05,1.1193
111,2019-03-06,1.1381
112,2019-03-07,1.152
113,2019-03-08,1.1103
114,2019-03-11,1.1531
115,2019-03-12,1.172
116,2019-03-13,1.1469
117,2019-03-14,1.1218
118,2019-03-15,1.134
119,2019-03-18,1.1623
120,2019-03-19,1.1664
121,2019-03-20,1.1651
122,2019-03-21,1.18
123,2019-03-22,1.1865
124,2019-03-25,1.1729
125,2019-03-26,1.1418
126,2019-03-27,1.1523
127,2019-03-28,1.1368
128,2019-03-29,1.1723
129,2019-04-01,1.2142
130,2019-04-02,1.2179
131,2019-04-03,1.2302
132,2019-04-04,1.2374
133,2019-04-08,1.2322
134,2019-04-09,1.2343
135,2019-04-10,1.2331
136,2019-04-11,1.2085
137,2019-04-12,1.2056
138,2019-04-15,1.1937
139,2019-04-16,1.2178
140,2019-04-17,1.2239
141,2019-04-18,1.2174
142,2019-04-19,1.2244
143,2019-04-22,1.2069
144,2019-04-23,1.1883
145,2019-04-24,1.1987
146,2019-04-25,1.1546
147,2019-04-26,1.1449
148,2019-04-29,1.1163
149,2019-04-30,1.1244
