,endDate,NAV
0,2017-02-27,1.5669
1,2017-02-28,1.5732
2,2017-03-01,1.5775
3,2017-03-02,1.5699
4,2017-03-03,1.5741
5,2017-03-06,1.5889
6,2017-03-07,1.5902
7,2017-03-08,1.5843
8,2017-03-09,1.571
9,2017-03-10,1.5731
10,2017-03-13,1.5879
11,2017-03-14,1.5846
12,2017-03-15,1.583
13,2017-03-16,1.5964
14,2017-03-17,1.5851
15,2017-03-20,1.5883
16,2017-03-21,1.5925
17,2017-03-22,1.5888
18,2017-03-23,1.5918
19,2017-03-24,1.6002
20,2017-03-27,1.5931
21,2017-03-28,1.5892
22,2017-03-29,1.585
23,2017-03-30,1.561
24,2017-03-31,1.5669
25,2017-04-05,1.5989
26,2017-04-06,1.6034
27,2017-04-07,1.6083
28,2017-04-10,1.6053
29,2017-04-11,1.6198
30,2017-04-12,1.6077
31,2017-04-13,1.6171
32,2017-04-14,1.5968
33,2017-04-17,1.58
34,2017-04-18,1.5714
35,2017-04-19,1.5585
36,2017-04-20,1.5579
37,2017-04-21,1.547
38,2017-04-24,1.5096
39,2017-04-25,1.5145
40,2017-04-26,1.5182
41,2017-04-27,1.5216
42,2017-04-28,1.5261
43,2017-05-02,1.527
44,2017-05-03,1.5226
45,2017-05-04,1.5178
46,2017-05-05,1.4978
47,2017-05-08,1.4713
48,2017-05-09,1.4795
49,2017-05-10,1.4505
50,2017-05-11,1.4474
51,2017-05-12,1.4453
52,2017-05-15,1.4524
53,2017-05-16,1.4807
54,2017-05-17,1.4839
55,2017-05-18,1.4723
56,2017-05-19,1.472
57,2017-05-22,1.4519
58,2017-05-23,1.4232
59,2017-05-24,1.4313
60,2017-05-25,1.4435
61,2017-05-26,1.4411
62,2017-05-31,1.4378
63,2017-06-01,1.4113
64,2017-06-02,1.4261
65,2017-06-05,1.4362
66,2017-06-06,1.4421
67,2017-06-07,1.4691
68,2017-06-08,1.4706
69,2017-06-09,1.4738
70,2017-06-12,1.4585
71,2017-06-13,1.4766
72,2017-06-14,1.4735
73,2017-06-15,1.4865
74,2017-06-16,1.4852
75,2017-06-19,1.4956
76,2017-06-20,1.4979
77,2017-06-21,1.5006
78,2017-06-22,1.4809
79,2017-06-23,1.485
80,2017-06-26,1.5089
81,2017-06-27,1.5093
82,2017-06-28,1.5031
83,2017-06-29,1.5106
84,2017-06-30,1.5157
85,2017-07-03,1.5249
86,2017-07-04,1.5176
87,2017-07-05,1.5286
88,2017-07-06,1.5305
89,2017-07-07,1.5365
90,2017-07-10,1.532
91,2017-07-11,1.514
92,2017-07-12,1.5147
93,2017-07-13,1.519
94,2017-07-14,1.5144
95,2017-07-17,1.4554
96,2017-07-18,1.4696
97,2017-07-19,1.4981
98,2017-07-20,1.5075
99,2017-07-21,1.5144
100,2017-07-24,1.524
101,2017-07-25,1.5206
102,2017-07-26,1.5191
103,2017-07-27,1.5282
104,2017-07-28,1.5358
105,2017-07-31,1.5552
106,2017-08-01,1.5524
107,2017-08-02,1.5444
108,2017-08-03,1.5468
