,endDate,NAV
0,2018-04-24,1.0
1,2018-04-25,0.995
2,2018-04-26,0.9769
3,2018-04-27,0.9773
4,2018-05-02,0.9788
5,2018-05-03,0.9859
6,2018-05-04,0.9821
7,2018-05-07,0.9968
8,2018-05-08,1.0075
9,2018-05-09,1.0058
10,2018-05-10,1.0112
11,2018-05-11,1.006
12,2018-05-14,1.0148
13,2018-05-15,1.0186
14,2018-05-16,1.0112
15,2018-05-17,1.0041
16,2018-05-18,1.0137
17,2018-05-21,1.0181
18,2018-05-22,1.0152
19,2018-05-23,1.0026
20,2018-05-24,0.9963
21,2018-05-25,0.9947
22,2018-05-28,0.999
23,2018-05-29,0.9914
24,2018-05-30,0.972
25,2018-05-31,0.9919
26,2018-06-01,0.9835
27,2018-06-04,0.9925
28,2018-06-05,1.0026
29,2018-06-06,1.001
30,2018-06-07,1.0007
31,2018-06-08,0.9888
32,2018-06-11,0.9885
33,2018-06-12,1.0002
34,2018-06-13,0.9914
35,2018-06-14,0.9882
36,2018-06-15,0.9847
37,2018-06-19,0.9516
38,2018-06-20,0.9559
39,2018-06-21,0.9454
40,2018-06-22,0.9501
41,2018-06-25,0.938
42,2018-06-26,0.9308
43,2018-06-27,0.913
44,2018-06-28,0.9042
45,2018-06-29,0.9268
46,2018-06-30,0.9268
47,2018-07-02,0.9014
48,2018-07-03,0.9014
49,2018-07-04,0.8902
50,2018-07-05,0.8852
51,2018-07-06,0.8912
52,2018-07-09,0.9149
53,2018-07-10,0.9175
54,2018-07-11,0.9027
55,2018-07-12,0.9223
56,2018-07-13,0.9262
57,2018-07-16,0.922
58,2018-07-17,0.9174
59,2018-07-18,0.913
60,2018-07-19,0.9122
61,2018-07-20,0.9287
62,2018-07-23,0.9367
63,2018-07-24,0.9509
64,2018-07-25,0.9499
65,2018-07-26,0.9395
66,2018-07-27,0.9361
67,2018-07-30,0.9345
68,2018-07-31,0.9352
69,2018-08-01,0.9176
70,2018-08-02,0.8988
71,2018-08-03,0.8847
72,2018-08-06,0.8741
73,2018-08-07,0.8981
74,2018-08-08,0.8847
75,2018-08-09,0.9058
