,endDate,NAV
0,2018-04-24,1.0
1,2018-04-25,1.0
2,2018-04-26,0.9833
3,2018-04-27,0.9851
4,2018-05-02,0.984
5,2018-05-03,0.9931
6,2018-05-04,0.9932
7,2018-05-07,1.0109
8,2018-05-08,1.0145
9,2018-05-09,1.0125
10,2018-05-10,1.0143
11,2018-05-11,1.0065
12,2018-05-14,1.0031
13,2018-05-15,1.0118
14,2018-05-16,1.0092
15,2018-05-17,1.0047
16,2018-05-18,1.0083
17,2018-05-21,1.0206
18,2018-05-22,1.0241
19,2018-05-23,1.0116
20,2018-05-24,1.0084
21,2018-05-25,0.9977
22,2018-05-28,0.9938
23,2018-05-29,0.9847
24,2018-05-30,0.9607
25,2018-05-31,0.9721
26,2018-06-01,0.9605
27,2018-06-04,0.9603
28,2018-06-05,0.976
29,2018-06-06,0.9754
30,2018-06-07,0.9696
31,2018-06-08,0.9586
32,2018-06-11,0.9528
33,2018-06-12,0.9627
34,2018-06-13,0.9493
35,2018-06-14,0.9464
36,2018-06-15,0.9306
37,2018-06-19,0.8763
38,2018-06-20,0.8859
39,2018-06-21,0.8684
40,2018-06-22,0.8802
41,2018-06-25,0.8744
42,2018-06-26,0.8802
43,2018-06-27,0.8721
44,2018-06-28,0.8635
45,2018-06-29,0.8899
46,2018-06-30,0.8899
47,2018-07-02,0.8764
48,2018-07-03,0.8858
49,2018-07-04,0.8732
50,2018-07-05,0.851
51,2018-07-06,0.8536
52,2018-07-09,0.872
53,2018-07-10,0.877
54,2018-07-11,0.8608
55,2018-07-12,0.8829
56,2018-07-13,0.8883
57,2018-07-16,0.8872
58,2018-07-17,0.8873
59,2018-07-18,0.8811
60,2018-07-19,0.8741
61,2018-07-20,0.8846
62,2018-07-23,0.8911
63,2018-07-24,0.906
64,2018-07-25,0.9066
65,2018-07-26,0.901
66,2018-07-27,0.8972
67,2018-07-30,0.8871
68,2018-07-31,0.8878
69,2018-08-01,0.874
70,2018-08-02,0.8562
71,2018-08-03,0.8456
72,2018-08-06,0.8288
73,2018-08-07,0.8505
74,2018-08-08,0.8383
75,2018-08-09,0.8584
76,2018-08-10,0.8627
77,2018-08-13,0.8668
78,2018-08-14,0.864
79,2018-08-15,0.8467
80,2018-08-16,0.8394
81,2018-08-17,0.8257
82,2018-08-20,0.8304
83,2018-08-21,0.8401
84,2018-08-22,0.8312
85,2018-08-23,0.8356
86,2018-08-24,0.8337
87,2018-08-27,0.8512
88,2018-08-28,0.8535
89,2018-08-29,0.848
90,2018-08-30,0.8362
91,2018-08-31,0.8279
92,2018-09-03,0.8316
93,2018-09-04,0.8398
94,2018-09-05,0.8274
95,2018-09-06,0.8238
96,2018-09-07,0.8237
97,2018-09-10,0.8097
98,2018-09-11,0.8092
99,2018-09-12,0.8077
100,2018-09-13,0.8124
101,2018-09-14,0.8044
